timestamp,experiment_id,source_location,protocol,dst_ip,packet_size,probe_index,success,rtt_ms,send_timestamp,recv_timestamp
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,0,True,15.99999999996271,582.437,582.453
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,1,True,0.0,582.703,582.703
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,2,True,766.0000000000764,582.968,583.734
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,3,True,0.0,583.984,583.984
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,4,False,,584.234,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,5,True,0.0,585.531,585.531
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,6,False,,585.781,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,7,True,0.0,587.046,587.046
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,8,False,,587.296,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,9,True,15.99999999996271,588.562,588.578
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,10,False,,588.828,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,11,True,0.0,590.093,590.093
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,12,False,,590.343,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,13,True,202.99999999997453,591.625,591.828
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,14,False,,592.078,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,15,True,0.0,593.343,593.343
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,16,False,,593.593,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,17,True,0.0,594.859,594.859
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,18,False,,595.109,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,19,True,14.999999999986358,596.375,596.39
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,20,False,,596.64,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,21,True,15.99999999996271,597.89,597.906
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,22,False,,598.156,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,23,True,0.0,599.421,599.421
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,24,False,,599.671,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,25,True,0.0,600.937,600.937
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,26,False,,601.187,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,27,True,14.999999999986358,602.453,602.468
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,28,False,,602.718,
2026-08-10T04:13:03,634cb1e21ea043808457f13285f743ee,in,tcp,8.8.8.8,64,29,True,16.000000000076398,603.968,603.984
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,0,False,,604.046,
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,1,True,0.0,605.359,605.359
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,2,False,,605.609,
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,3,True,0.0,606.875,606.875
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,4,False,,607.125,
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,5,True,15.99999999996271,608.39,608.406
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,6,False,,608.656,
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,7,True,0.0,609.968,609.968
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,8,False,,610.218,
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,9,True,15.99999999996271,611.484,611.5
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,10,False,,611.75,
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,11,True,14.999999999986358,613.0,613.015
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,12,False,,613.265,
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,13,True,0.0,614.531,614.531
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,14,False,,614.781,
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,15,True,0.0,616.046,616.046
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,16,False,,616.296,
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,17,True,0.0,617.562,617.562
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,18,False,,617.812,
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,19,True,0.0,619.078,619.078
2026-08-10T04:13:25,d43e7607699c4aabb6a6ddd24908c1e2,in,tcp,8.8.8.8,128,20,False,,619.328,
